Symbol	human_si_Untr._24h_1	human_si_Untr._24h_2	human_si_Untr._24h_3	human_si_Untr._72h_1	human_si_Untr._72h_2	human_si_Untr._72h_3	human_si_X1000uM_24h_1	human_si_X1000uM_24h_2	human_si_X1000uM_24h_3	human_si_X1000uM_72h_1	human_si_X1000uM_72h_2	human_si_X1000uM_72h_3
SMIM14	9.318256063	8.777410268	8.598684047	9.133267245	8.809841711	8.6945419	8.576256724	8.358693038	8.714911768	8.662522505	8.589143178	8.802482332
SMIM15	7.965464011	7.628316198	7.767165407	7.336867965	6.760713615	6.685004447	8.058915567	7.409983009	7.926994728	7.180351756	7.189381773	7.540160029
SMIM19	7.610612591	7.846117544	7.685464755	8.055028047	7.881842145	7.943535993	6.922802474	6.623387186	7.119777255	7.121322555	6.88644555	6.77426629
SMIM2-AS1	6.252997043	6.122816005	5.97301989	6.680920875	6.485572291	6.211118545	6.171317909	5.995196965	6.227431772	6.399609938	6.683069319	6.92384812
SMIM20	7.517241271	7.053478627	7.178157012	7.618939731	7.353544886	7.40134929	7.738865748	7.419160133	7.488397294	7.771460314	7.65873052	7.854978921
SMIM22	8.323840356	8.84582213	8.507271457	9.004446206	8.520083983	7.852391475	8.570378635	8.584709639	8.411860429	7.07531838	6.941869631	7.377220554
SMIM24	10.00262462	10.59023248	9.81665675	11.26621473	11.10214018	10.73619659	10.69374453	10.74997392	10.60370697	11.10347799	11.12186426	11.03383246
SMIM25	5.037067193	5.262950176	5.628482171	5.358858963	5.536404141	5.639047796	5.328296633	5.557676529	5.491348921	6.202065041	6.768198259	6.279020263
SMIM26	7.686798854	7.184160362	7.08992456	7.327361741	6.836069441	6.850216011	7.522343181	7.031043554	7.30214891	7.343629492	7.262854862	7.335944739
SMIM27	6.494662821	6.735341483	6.567490679	7.723349832	7.302476819	7.548988481	6.637126719	6.44721712	6.269747243	7.011460802	7.012395746	6.820926481
SMIM29	7.686798854	8.448705549	8.225905306	8.504913392	8.831245657	8.673521698	7.759834536	8.118222561	7.9147798	8.75559687	8.460247609	8.217034804
SMIM3	9.275740339	9.499337025	9.555381787	10.39436861	9.838398442	9.966560277	8.977825466	9.228351308	9.54729829	9.963337197	9.660208032	10.03271065
SMIM30	6.424043323	6.83573505	6.695871603	7.197442863	6.893430988	7.014519848	6.390420111	6.219819623	6.514233307	6.346334075	6.494068031	6.368975731
SMIM31	5.622627207	5.308363269	5.287482752	6.005662114	5.205297488	5.523390033	5.711792269	5.676816184	5.349161644	6.10636831	5.960577639	5.71983774
SMIM4	6.466886133	6.803106694	6.849591469	6.42682859	6.133338385	6.211118545	6.637126719	6.703218007	6.350211748	6.072648082	5.920101692	6.103449645
SMIM40	8.776028615	8.930631256	9.039261118	9.42119306	9.423526223	9.589392767	8.811100652	9.047984789	9.096991272	10.16207644	10.05750806	9.83423742
SMIM5	7.028551034	6.688151491	6.567490679	6.178560095	6.504597278	6.001074576	7.606045119	7.61513503	7.357955308	7.07531838	6.867450709	6.452854198
SMIM6	6.111457709	5.960670352	5.771498015	6.005662114	6.277561142	5.691943783	5.94461459	5.676816184	5.686491206	5.556011685	5.920101692	5.454735935
SMIM7	8.373944777	8.393415137	8.14952817	8.716706956	8.537572748	8.361264148	8.585028883	8.463086899	8.182346463	8.314802847	8.466365258	8.165645332
SMIM8	6.053650547	5.893258698	5.856723009	6.057759836	5.489816701	5.523390033	5.834640369	5.468595689	5.574434916	5.926781544	5.458442836	5.639570305
SMN1	8.104700766	7.9028090395	7.814842298	7.9088643145	7.7272627445	7.892988391	7.6548885895	7.5662934305	7.7139319165	7.5204501935	7.525100734	7.4831795325
SMN2	8.162025265	8.039342649	7.853211085	8.32846681	7.804019542	8.321204442	7.869910304	7.808041862	7.9147798	7.965582007	7.830958904	7.833104832
SMNDC1	7.883505252	7.749750963	7.539613696	7.446143431	7.575558533	8.012456446	8.876803766	8.489111959	8.718409472	8.987245983	9.062146653	8.468365648
SMO	5.761296011	6.064673891	6.664942805	6.826387152	7.07690957	6.74940007	5.9653367	5.847976331	5.907390931	5.711565071	6.271926561	6.156315351
SMOC1	9.684555563	9.996502895	10.29816373	10.88529929	10.94451489	11.14113997	8.813588486	9.278823817	9.358830354	9.551021924	9.30620018	9.502325935
SMOC2	8.659892845	7.508605503	9.340682001	9.52073606	10.20445741	10.06040531	6.500161614	6.890656078	7.108899511	7.180351756	5.690757925	6.979305828
SMOX	7.652147892	7.560260759	7.883637837	7.924043184	8.150699891	7.995537396	7.717580612	7.965396417	7.637868947	8.49635655	8.807039481	7.932411793
SMPD1	8.665641654	8.942691349	8.397682274	8.96885169	9.233232475	8.973395173	9.456217145	9.36310261	9.172793274	9.72066717	9.995633832	9.274538255
SMPD2	6.333693986	6.814071872	7.043576816	6.812538475	6.961850311	6.49588137	7.780496434	7.507756714	7.630386551	7.948993289	8.416675575	8.005835018
SMPD3	9.515406902	9.923044553	9.016080635	9.095268275	9.709731014	9.569660615	8.699826277	8.616519923	8.714911768	8.524495682	8.213248294	8.415667009
SMPD4	9.338154036	9.545880727	9.93246844	9.376653653	9.936939625	9.968713505	9.536601953	9.894824209	9.464486267	10.05463605	10.24998698	9.92583685
SMPDL3A	7.663793247	8.030281207	6.954269695	7.85371751	8.056498255	7.765021069	8.525506835	7.882337866	8.516143008	10.01959589	10.06556086	9.832417551
SMPDL3B	7.484681264	7.955630702	8.14952817	8.169720564	8.092558411	7.961082324	8.037690155	7.996090522	7.584635634	7.693694843	8.043155264	7.59341806
SMS	9.915073928	9.855864258	9.786188676	10.22144856	9.927052588	10.13515535	9.275184395	9.415914583	9.415856716	9.756587547	9.644160409	9.623069649
SMTN	9.216373453	9.322531418	9.963052797	9.231615926	9.786479927	9.936072353	8.957731859	9.406867969	8.917098588	9.881126525	9.600471546	9.930947909
SMU1	8.573835355	8.521401306	8.572398209	8.351750687	7.942480694	7.82386367	8.898053294	8.887995973	8.938235464	8.518911925	8.616887763	8.48705757
SMUG1	8.309196027	8.287402244	8.510045038	8.374661256	7.981512452	7.70361921	8.838232537	8.604673662	8.7357712	7.808793471	7.5925416	7.932411793
SMURF1	9.933014727	9.661167258	9.518776858	9.995788925	9.933651477	10.05838489	10.21379814	10.46109886	10.15224183	10.66610223	10.74457973	10.57886093
SMURF2	8.170161619	7.921694646	8.087571021	7.991045209	7.752168648	7.744849253	7.570782752	7.828694344	7.839192747	7.836160241	7.742402348	7.773063844
SMYD2	8.359807587	8.396934124	8.249373609	8.105317493	7.609363042	7.842945968	7.850523193	7.692485506	7.908632643	7.478096238	7.64791317	7.465844638
SMYD3	7.7206178	7.916779665	7.748363065	8.026301512	7.78939817	7.650325049	7.166246378	7.101906409	7.330332741	6.570111451	5.740902356	6.512294238
SMYD4	7.279179876	7.133374448	7.233978936	7.018595369	6.893430988	7.031601466	7.032508871	7.169275768	6.85770072	6.700174588	6.747425719	6.836123254
SMYD5	7.555339133	7.73303073	7.999206551	7.555599822	8.05039834	8.037463187	7.08420665	7.582962438	7.311607345	7.090825847	6.592019942	7.006204444
SNAI1	5.494863372	5.162002464	5.428140408	5.699665492	5.775457501	5.314304774	5.088297482	5.314086256	5.399378359	5.803046872	5.313469428	5.596769117
SNAI3	5.459815192	5.796250121	5.726083342	5.801148308	6.523342558	6.685004447	5.571472997	5.599097482	5.399378359	6.171019409	6.241120387	6.347094662
SNAI3-AS1	5.761296011	6.21373922	5.814980432	5.545497623	5.775457501	5.789938354	5.242354157	5.676816184	5.818407538	4.495114043	5.313469428	5.055885396
SNAP23	8.174212441	7.871760581	7.771827128	8.221251975	8.019499901	8.020841012	7.484881022	7.38208305	7.537342805	7.45459295	7.095694511	7.271632255
SNAP29	8.178251783	8.324853687	8.252694934	8.241354215	8.281264128	8.327959549	8.504075569	8.330157984	8.563622701	8.937972733	9.151973015	8.619971847
SNAP47	7.709434742	7.441232625	7.738867124	7.85371751	7.895543339	7.671885381	7.372930408	7.646587377	7.488397294	7.653141553	7.174204779	7.710356575
SNAPC1	5.208968928	5.214393411	5.548073319	5.409610578	5.205297488	4.495114043	5.367792306	5.03532358	5.446631898	5.556011685	5.458442836	5.551896671
SNAPC2	6.873274479	7.610080318	7.425280876	7.779714299	8.43862767	8.300745298	7.101012769	7.582962438	7.253862082	8.314802847	8.391168038	8.182981809
SNAPC3	8.810150082	8.744701019	8.18822819	8.705927021	8.452529785	8.25892599	8.702514534	8.36339397	8.586785108	8.0841818	7.859286633	8.165645332
SNAPC4	6.913802	7.192445086	7.5828537	6.755653795	7.260221965	7.525439414	8.2808598	8.786880794	8.643104241	8.484944179	8.466365258	8.710160253
SNAPC5	6.394648483	6.103757223	6.437387882	6.131727006	5.702132784	5.523390033	6.418764892	6.573026427	6.580841861	6.037910368	5.522356808	6.103449645
SNAPIN	8.18227971	8.52461954	8.596077057	9.027695348	8.576158713	8.668218148	8.494791614	8.353976592	8.679457431	8.882614362	9.062146653	8.930705015
SNCA	5.302263872	5.214393411	4.853024251	5.181710731	5.131580445	5.229741062	6.285784824	5.713448913	5.989623881	6.425418734	6.209507362	6.206914092
SNCG	6.466886133	7.016408888	6.319947575	7.571704839	7.558345902	7.513514688	6.36141666	6.286124623	6.479581796	7.223016898	7.523076703	7.238318892
SND1	11.34333626	11.50206931	11.4670122	11.81036233	11.76241623	11.90871115	11.03153512	11.21552798	10.92982215	11.08477177	11.03741064	10.83742448
SND1-IT1	5.528546732	5.568902415	5.428140408	5.181710731	5.131580445	5.459416468	5.711792269	5.51426643	5.533861656	5.556011685	5.389264618	5.829324458
SNED1	6.799256562	7.071641664	7.472142465	7.618939731	7.874941533	8.07013565	6.792899287	6.890656078	6.547969381	5.926781544	5.690757925	5.959578359
SNF8	7.000762819	6.857052157	7.027770302	6.826387152	6.446644888	6.470156279	7.142146193	7.254252499	7.151901489	6.85571048	6.468360274	6.452854198
SNHG1	8.768037875	8.435082022	8.314374718	9.019020932	8.709365595	8.586216281	8.385135018	8.162124316	8.532145115	8.652364399	8.768007686	8.791261712
SNHG11	6.933616592	7.071641664	7.127381038	7.288671182	7.706156816	7.617351954	7.534610979	7.677351784	7.496674719	7.889355542	7.967251693	7.627832827
SNHG12	7.523663322	7.150512766	7.287629263	6.812538475	6.821335957	6.662817675	7.205496962	7.018866036	7.263655298	6.873933795	7.029468349	7.045578335
SNHG15	7.652147892	7.936338195	7.987264867	7.779714299	7.804019542	7.744849253	7.366056223	7.254252499	7.600052125	6.873933795	7.062983662	6.880703073
SNHG16	9.927059242	10.07188989	10.21252194	10.73565737	10.59516229	10.49018507	9.034343572	9.096649354	8.935234885	7.915222339	7.424744174	7.862195801
SNHG17	7.715037359	8.101205847	8.19169482	8.261177156	8.276055972	8.012456446	7.534610979	7.81495959	7.759338688	6.740805065	6.848182512	7.282560606
SNHG18	6.73235773	7.610080318	6.92027458	8.32376415	8.367014862	8.431912285	7.182081318	7.212419326	7.30214891	7.68366549	7.887058645	7.702318449
SNHG20	6.26956907	6.024213378	6.319947575	5.734639364	5.997932665	5.879413567	6.285784824	6.075003802	6.090658713	6.00207924	5.389264618	5.551896671
SNHG22	6.317974397	6.122816005	6.127512106	6.288187544	5.968802415	6.303650984	6.27008191	6.520618221	6.425761623	6.202065041	6.387939001	6.279020263
SNHG28	7.010088911	6.987927063	6.600795047	7.006598877	6.821335957	7.361861202	5.811215584	6.196881687	6.090658713	5.367624874	4.495114043	5.596769117
SNHG29	12.40337907	12.28768051	12.11024063	12.92889522	12.51132957	12.46764964	12.06736664	12.20481518	12.23602536	11.82528661	11.68511155	11.781088
SNHG3	7.458075905	7.585391589	7.92182162	7.133082965	7.227660674	7.501487475	8.434551953	8.344496741	7.986539877	7.090825847	6.704873277	7.325431148
SNHG32	8.861110311	8.971229111	8.80681708	10.04923418	9.585301991	9.546773483	8.398480739	8.471814609	8.491799424	7.854115009	7.359568122	7.686103317
SNHG5	6.184332222	5.391650354	5.361006088	6.032009527	5.622910931	5.459416468	5.475720411	5.314086256	5.173921216	5.845910744	5.458442836	5.454735935
SNHG6	6.981915911	6.160027668	6.249524949	6.10759118	5.739463005	5.921484333	6.34665694	5.995196965	5.989623881	5.293568379	5.834315347	5.959578359
SNHG7	7.491254195	6.958833393	6.962636308	7.165639938	7.270907324	7.348445236	6.750239982	6.718616497	6.748128382	6.261842455	6.543978316	6.347094662
SNHG8	8.668507439	8.543778518	8.385642643	8.406131425	7.292033469	7.572148373	8.152670067	8.14581931	7.79982958	6.780221979	6.519266767	6.866007549
SNIP1	7.286796429	7.295846594	7.206350838	7.006598877	6.760713615	6.979697611	7.558828904	7.481762783	7.376069808	7.121322555	7.437421189	7.346379265
SNN	6.673893776	6.346276193	6.87653613	6.178560095	6.729329236	6.470156279	6.171317909	6.173494255	6.531212419	6.891912571	6.271926561	6.368975731
SNORC	7.248286983	7.597790216	7.650396217	7.649569843	8.092558411	7.628429135	6.922802474	7.464160972	7.053172392	7.16583079	6.977592121	7.192611367
SNPH	6.409432103	6.196103068	6.654468537	6.44543385	6.821335957	6.49588137	6.500161614	6.956282029	6.719258851	7.406364195	7.581200444	7.169175502
SNRK	8.99487018	8.650703802	8.285489872	8.869382085	8.520083983	8.88022721	8.549613277	8.382044597	8.959065857	8.760332163	8.638703092	8.615734422
SNRNP200	11.53985524	11.29797564	11.46878863	11.3082799	11.30399141	11.36517875	11.30943858	11.54082463	11.21180333	11.16710289	11.19981797	11.43837559
SNRNP25	6.788338687	6.888404216	7.233978936	6.711325281	6.613171497	6.593897636	7.220889008	7.018866036	6.934358153	6.818500981	6.977592121	6.805554363
SNRNP27	7.15122418	7.420369933	7.051411736	7.197442863	7.136867556	6.640247607	6.254173507	6.465969215	6.090658713	5.758335747	5.920101692	5.896413411
SNRNP35	6.111457709	6.281808594	6.234937067	6.178560095	6.385901789	5.879413567	6.672097317	6.389224314	6.310638943	6.614927183	6.615386838	6.231431417
SNRNP40	7.84323241	7.760788737	7.991256595	7.860257002	7.767178437	7.88955569	8.079828857	7.842297023	7.926994728	8.268902612	8.263372072	8.261209859
SNRNP48	8.546041728	8.096875152	7.917629419	8.43692391	8.013238781	8.037463187	9.017188911	8.755103114	8.870729931	8.904159271	8.935854799	8.923874057
SNRNP70	9.432033572	9.383911406	9.679707257	9.28321374	9.668778025	9.842886228	8.891004995	9.329980976	8.904879247	8.925385774	8.670815971	8.753213103
SNRPA	9.024218234	10.14039658	9.986068992	10.00019692	10.46914217	10.38450326	10.05290808	10.20624069	10.16763794	9.770708632	10.09142601	9.795528999
SNRPA1	7.858469285	7.272662616	7.233978936	7.428516068	7.001297079	6.830654634	8.21443197	7.85577019	7.674695309	7.291317298	7.569766879	7.610730828
SNRPB	9.984388235	10.52046832	10.63779071	10.35934708	10.23415801	9.785404445	9.602718439	9.848826412	9.621883302	9.683828211	9.904289187	9.639818549
SNRPB2	7.248286983	7.08063325	7.178157012	7.053962184	6.729329236	6.74940007	7.775359229	7.4729896	7.30214891	7.394041587	7.603791868	7.377220554
SNRPC	8.983420936	9.73919478	9.798679468	10.18706671	10.22611834	9.983696688	9.659044206	9.59781673	9.743350637	10.3255942	10.64467212	10.46253477
SNRPD1	7.3093978	7.39919015	7.37678878	6.994495351	6.729329236	6.728282902	7.564818565	7.446334449	7.339601475	6.636767051	6.747425719	7.169175502
SNRPD2	8.868600709	9.329889945	9.331328027	10.07731906	9.732620409	9.59776734	9.150981906	9.205047851	9.022633492	9.561892324	9.725213018	9.68085807
SNRPD3	7.549061001	7.303489082	7.609217247	7.587627047	7.249453319	7.145529575	7.61183703	7.419160133	7.513084033	7.642817986	8.067581595	7.484797003
SNRPE	6.033716682	5.74413337	6.143468037	5.663404287	5.622910931	5.742132367	6.376002871	5.909270693	6.066225139	5.887105313	6.037364534	5.959578359
SNRPF	6.649757801	6.575299381	6.685642929	5.832860635	5.876489001	5.314304774	6.903619038	6.778472924	6.479581796	5.711565071	5.878065989	5.92845143
SNRPG	8.042947364	7.871760581	8.057454405	6.932298536	6.6474264	6.54582478	8.054695756	7.707458384	7.845648083	7.25074367	7.029468349	7.475352957
SNRPN	8.283201456	8.147993831	8.479236023	8.776308892	8.736098122	8.745782892	7.869910304	8.095753467	8.120023574	8.652364399	8.358630017	8.482407426
SNTA1	6.438486588	6.700108773	6.498176702	6.711325281	7.183013497	6.979697611	5.65810855	5.847976331	5.6132839	5.711565071	5.522356808	5.141305852
SNTB1	9.905413387	10.05645995	10.06901297	10.09115893	10.12164603	10.29468717	9.711919522	9.766387033	10.06859864	9.625446068	9.42684149	9.54963042
SNTB2	8.691229832	8.332227559	8.212319435	7.967045224	7.736997524	7.861774369	8.567430522	8.36339397	8.654107308	8.802261022	8.835632202	8.806203131
SNU13	9.548381631	9.939962241	9.870356961	10.23397733	10.17691539	10.15608932	10.30218651	10.22564952	10.3619519	10.63942914	10.82858209	10.51904584
SNUPN	7.960771794	7.955630702	7.831070195	8.231338504	7.962130745	7.871095491	7.926528746	7.714885591	8.03807579	8.221477139	8.37824157	8.165645332
SNW1	8.082319555	7.698983589	7.748363065	7.954891337	7.260221965	7.525439414	7.989847607	7.908416426	7.826193041	7.863007701	8.205941781	7.97293082
SNX1	9.671788103	9.711307671	9.837717482	9.827392058	9.644842733	9.707592309	10.37121542	10.34994467	10.19794549	10.4256306	10.64332799	10.47890803
SNX10	6.013427084	5.845866083	6.094931566	5.545497623	5.489816701	5.583037304	5.834640369	5.369013222	5.650586365	6.037910368	5.878065989	5.896413411
SNX11	7.396291453	7.377683146	7.523048431	7.672112506	7.113198837	7.065134259	8.079828857	7.875742527	7.8648393	7.68366549	7.711604598	7.765376118
SNX12	8.70245743	9.127271444	8.946253421	8.989722155	8.998197547	9.052781239	8.964460999	8.855075859	8.911001911	8.726852147	8.93144778	8.396012051
SNX13	8.153842186	7.814719671	7.44303892	7.428516068	7.505401877	7.477118209	7.790715139	7.464160972	7.890029574	7.430687104	7.802052318	7.436924841
SNX14	8.384456661	8.105523406	8.076351871	7.892508997	7.617688532	7.583586466	7.576721685	7.06693536	7.504903437	7.264400967	7.111760759	7.436924841
SNX15	7.634497089	8.118398063	7.987264867	7.948775136	8.265582306	8.286941194	7.617605159	7.780027338	7.826193041	8.722004863	8.95768936	8.386082319
SNX16	5.592325168	5.86982499	5.602447684	5.734639364	5.810229909	5.742132367	5.65810855	5.748777591	5.754594838	5.803046872	6.494068031	6.231431417
SNX17	9.14420869	9.152400133	9.200424432	9.358444702	9.385501971	9.100751017	8.973384441	9.047984789	9.149693222	8.377917145	8.220517565	8.391055806
SNX18	6.862948303	6.792050337	6.987429917	6.680920875	6.6474264	6.49588137	6.683549263	6.520618221	6.704583268	7.208941584	7.359568122	7.282560606
SNX19	9.582135402	9.671335932	9.742185934	9.344635199	9.442168227	9.401240657	9.886002367	9.775197897	9.932511883	9.944777482	10.08351682	9.986004809
SNX2	7.346266475	6.91904039	7.351893739	7.186923416	6.921217222	6.925723429	7.258633798	7.06693536	7.151901489	6.944449209	7.424744174	7.584680957
SNX21	6.409432103	6.676084144	6.92027458	6.245524797	6.776130802	6.662817675	6.238053343	6.639748764	6.659545167	6.00207924	5.834315347	6.048063886
SNX22	6.26956907	5.770523945	6.111335708	6.10759118	5.84387851	5.921484333	6.625258165	6.917291589	6.407298172	6.799499286	6.442120032	6.512294238
SNX24	6.092507981	6.141569076	5.97301989	5.545497623	5.739463005	5.879413567	5.540689791	5.599097482	5.6132839	6.290659202	5.788666863	5.92845143
SNX25	8.341937142	7.965179474	7.999206551	7.723349832	7.343480552	7.452316347	7.790715139	7.699991831	7.890029574	7.632418079	7.511156849	7.686103317
SNX27	9.471870074	9.307700513	9.413402716	9.623400048	9.485498917	9.617120696	9.305512028	9.372427604	9.383233157	9.472540895	9.349749272	9.465211634
SNX29	7.549061001	7.256987831	7.650396217	7.122056512	7.402801527	7.129824014	6.625258165	6.890656078	6.909288575	6.475501115	6.442120032	6.742221583
